Year,Country/area,Sector,Technology,Sub Technology,Number of Patents
2009,New Zealand,Industry,Enabling Technologies,Hydrogen (storage and distribution and applications),2
2009,New Zealand,Power,Bioenergy,Biofuels,93
2009,New Zealand,Power,Bioenergy,Fuel from waste,52
2009,New Zealand,Power,Enabling Technologies,Batteries,4
2009,New Zealand,Power,Enabling Technologies,Energy Storage - General,6
2009,New Zealand,Power,Enabling Technologies,Fuel Cells,3
2009,New Zealand,Power,Enabling Technologies,Thermal energy storage,3
2009,New Zealand,Power,Enabling Technologies,"Ultracapacitors, supercapacitors, double-layer capacitors",1
2009,New Zealand,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),2
2009,New Zealand,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),6
2009,New Zealand,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",3
2009,New Zealand,Power,Geothermal Energy,Geothermal Energy,8
2009,New Zealand,Power,Hydropower,Hydropower,23
2009,New Zealand,Power,Ocean Energy,Ocean Energy,32
2009,New Zealand,Power,Solar Energy,PV,6
2009,New Zealand,Power,Solar Energy,PV - Thermal Hybrid,1
2009,New Zealand,Power,Solar Energy,Solar Thermal,15
2009,New Zealand,Power,Wind Energy,Wind Energy,58
2009,New Zealand,Transport,Bioenergy,Biofuels,7
2009,New Zealand,Transport,Enabling Technologies,Electromobility - Charging Stations,6
2009,New Zealand,Transport,Enabling Technologies,Electromobility - Electric Energy Management,4
2009,New Zealand,Transport,Enabling Technologies,Electromobility - Energy Storage,4
2009,New Zealand,Transport,Enabling Technologies,Electromobility - Machine related technology ,3
2009,New Zealand,Transport,Enabling Technologies,Energy Efficiency,3
2009,New Zealand,Transport,Enabling Technologies,Smart Grids,1
2009,New Zealand,Waste,Solar Energy,PV - Thermal Hybrid,9
2009,New Zealand,Waste,Wind Energy,Wind Energy,1
2009,Nicaragua,Power,Bioenergy,Biofuels,2
2009,Nicaragua,Power,Bioenergy,Fuel from waste,1
2009,Nicaragua,Power,Hydropower,Hydropower,1
2009,Nicaragua,Power,Ocean Energy,Ocean Energy,2
2009,Nicaragua,Power,Wind Energy,Wind Energy,1
2009,Norway,Building,Enabling Technologies,Energy Efficiency,1
2009,Norway,Building,Enabling Technologies,Smart Grids,6
2009,Norway,Building,Hydropower,Hydropower,2
2009,Norway,Building,Solar Energy,PV,2
2009,Norway,Building,Solar Energy,PV - Thermal Hybrid,1
2009,Norway,Building,Solar Energy,Solar Thermal,1
2009,Norway,Building,Wind Energy,Wind Energy,1
2009,Norway,CCUS,Enabling Technologies,CCUS,26
2009,Norway,Industry,Enabling Technologies,Energy Efficiency,2
2009,Norway,Power,Bioenergy,Biofuels,13
2009,Norway,Power,Bioenergy,Fuel from waste,7
2009,Norway,Power,Enabling Technologies,Batteries,4
2009,Norway,Power,Enabling Technologies,Energy Storage - General,1
2009,Norway,Power,Enabling Technologies,Fuel Cells,7
2009,Norway,Power,Enabling Technologies,"Ultracapacitors, supercapacitors, double-layer capacitors",2
2009,Norway,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),7
2009,Norway,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),7
2009,Norway,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",2
2009,Norway,Power,Hydropower,Hydropower,18
2009,Norway,Power,Ocean Energy,Ocean Energy,27
2009,Norway,Power,Solar Energy,PV,12
2009,Norway,Power,Solar Energy,PV - Thermal Hybrid,1
2009,Norway,Power,Solar Energy,Solar Thermal,6
2009,Norway,Power,Wind Energy,Wind Energy,49
2009,Norway,Transport,Bioenergy,Biofuels,7
2009,Norway,Transport,Enabling Technologies,Electromobility - Charging Stations,1
2009,Norway,Transport,Enabling Technologies,Electromobility - Energy Storage,1
2009,Norway,Transport,Enabling Technologies,Electromobility - Machine related technology ,1
2009,Norway,Transport,Enabling Technologies,Energy Efficiency,4
2009,Norway,Transport,Enabling Technologies,Hydrogen (storage and distribution and applications),2
2009,Norway,Waste,Solar Energy,PV - Thermal Hybrid,3
2009,Panama,Power,Bioenergy,Biofuels,1
2009,Panama,Waste,Solar Energy,PV - Thermal Hybrid,1
2009,Peru,Building,Enabling Technologies,Energy Efficiency,2
2009,Peru,Building,Hydropower,Hydropower,1
2009,Peru,Building,Solar Energy,Solar Thermal,1
2009,Peru,CCUS,Enabling Technologies,CCUS,1
2009,Peru,Power,Bioenergy,Biofuels,6
2009,Peru,Power,Bioenergy,Fuel from waste,4
2009,Peru,Power,Enabling Technologies,Batteries,3
2009,Peru,Power,Enabling Technologies,Fuel Cells,2
2009,Peru,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),1
2009,Peru,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",1
2009,Peru,Power,Geothermal Energy,Geothermal Energy,1
2009,Peru,Power,Hydropower,Hydropower,7
2009,Peru,Power,Ocean Energy,Ocean Energy,3
2009,Peru,Power,Solar Energy,Solar Thermal,2
2009,Peru,Power,Wind Energy,Wind Energy,2
2009,Peru,Transport,Bioenergy,Biofuels,1
2009,Peru,Transport,Enabling Technologies,Electromobility - Charging Stations,4
2009,Peru,Transport,Enabling Technologies,Electromobility - Energy Storage,2
2009,Peru,Transport,Enabling Technologies,Electromobility - Machine related technology ,2
2009,Peru,Waste,Solar Energy,PV - Thermal Hybrid,4
2009,Poland,Building,Enabling Technologies,Energy Efficiency,2
2009,Poland,Building,Enabling Technologies,Fuel Cells,1
2009,Poland,Building,Enabling Technologies,Smart Grids,6
2009,Poland,Building,Geothermal Energy,Heat pumps,4
2009,Poland,Building,Solar Energy,PV,5
2009,Poland,Building,Solar Energy,PV - Thermal Hybrid,3
2009,Poland,Building,Solar Energy,Solar Thermal,15
2009,Poland,Building,Wind Energy,Wind Energy,2
2009,Poland,CCUS,Enabling Technologies,CCUS,24
2009,Poland,Industry,Bioenergy,Fuel from waste,1
2009,Poland,Industry,Enabling Technologies,Cross-cutting,1
2009,Poland,Industry,Enabling Technologies,Energy Efficiency,5
2009,Poland,Industry,Enabling Technologies,Energy Storage - General,1
2009,Poland,Power,Bioenergy,Biofuels,70
2009,Poland,Power,Bioenergy,Fuel from waste,60
2009,Poland,Power,Enabling Technologies,Batteries,51
2009,Poland,Power,Enabling Technologies,Energy Storage - General,4
2009,Poland,Power,Enabling Technologies,Fuel Cells,21
2009,Poland,Power,Enabling Technologies,Thermal energy storage,8
2009,Poland,Power,Enabling Technologies,"Ultracapacitors, supercapacitors, double-layer capacitors",5
2009,Poland,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),4
2009,Poland,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),6
2009,Poland,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",5
2009,Poland,Power,Geothermal Energy,Geothermal Energy,8
2009,Poland,Power,Hydropower,Hydropower,21
2009,Poland,Power,Ocean Energy,Ocean Energy,7
2009,Poland,Power,Solar Energy,PV,20
2009,Poland,Power,Solar Energy,Solar Thermal,35
2009,Poland,Power,Wind Energy,Wind Energy,122
2009,Poland,Transport,Bioenergy,Biofuels,6
2009,Poland,Transport,Enabling Technologies,Electromobility - Charging Stations,10
2009,Poland,Transport,Enabling Technologies,Electromobility - Electric Energy Management,3
2009,Poland,Transport,Enabling Technologies,Electromobility - Energy Storage,12
2009,Poland,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,2
2009,Poland,Transport,Enabling Technologies,Electromobility - Machine related technology ,4
2009,Poland,Transport,Enabling Technologies,Energy Efficiency,16
2009,Poland,Transport,Enabling Technologies,Smart Grids,1
2009,Poland,Transport,Enabling Technologies,Hydrogen (storage and distribution and applications),4
2009,Poland,Waste,Solar Energy,PV - Thermal Hybrid,5
2009,Poland,Waste,Wind Energy,Wind Energy,1
2009,Portugal,Building,Enabling Technologies,Smart Grids,4
2009,Portugal,Building,Geothermal Energy,Heat pumps,1
2009,Portugal,Building,Solar Energy,PV,10
2009,Portugal,Building,Solar Energy,PV - Thermal Hybrid,8
2009,Portugal,Building,Solar Energy,Solar Thermal,20
2009,Portugal,Building,Wind Energy,Wind Energy,1
2009,Portugal,CCUS,Enabling Technologies,CCUS,4
2009,Portugal,Industry,Enabling Technologies,Cross-cutting,3
2009,Portugal,Industry,Enabling Technologies,Energy Efficiency,2
2009,Portugal,Industry,Enabling Technologies,Energy Storage - General,2
2009,Portugal,Power,Bioenergy,Biofuels,23
2009,Portugal,Power,Bioenergy,Fuel from waste,18
2009,Portugal,Power,Enabling Technologies,Batteries,14
2009,Portugal,Power,Enabling Technologies,Energy Storage - General,3
2009,Portugal,Power,Enabling Technologies,Fuel Cells,7
2009,Portugal,Power,Enabling Technologies,Thermal energy storage,1
2009,Portugal,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),1
2009,Portugal,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),3
2009,Portugal,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",5
2009,Portugal,Power,Geothermal Energy,Geothermal Energy,1
2009,Portugal,Power,Hydropower,Hydropower,15
2009,Portugal,Power,Ocean Energy,Ocean Energy,23
2009,Portugal,Power,Solar Energy,PV,25
2009,Portugal,Power,Solar Energy,PV - Thermal Hybrid,2
2009,Portugal,Power,Solar Energy,Solar Thermal,49
2009,Portugal,Power,Wind Energy,Wind Energy,56
2009,Portugal,Transport,Bioenergy,Biofuels,2
2009,Portugal,Transport,Enabling Technologies,Electromobility - Charging Stations,4
2009,Portugal,Transport,Enabling Technologies,Electromobility - Energy Storage,5
2009,Portugal,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,3
2009,Portugal,Transport,Enabling Technologies,Electromobility - Machine related technology ,1
2009,Portugal,Transport,Enabling Technologies,Energy Efficiency,6
2009,Portugal,Transport,Enabling Technologies,Smart Grids,1
2009,Portugal,Transport,Enabling Technologies,Hydrogen (storage and distribution and applications),2
2009,Portugal,Waste,Solar Energy,PV - Thermal Hybrid,5
2009,Portugal,Waste,Wind Energy,Wind Energy,1
2009,Republic of Korea,Building,Enabling Technologies,Energy Efficiency,132
2009,Republic of Korea,Building,Enabling Technologies,Fuel Cells,19
2009,Republic of Korea,Building,Enabling Technologies,Smart Grids,188
2009,Republic of Korea,Building,Geothermal Energy,Heat pumps,22
2009,Republic of Korea,Building,Hydropower,Hydropower,22
2009,Republic of Korea,Building,Solar Energy,PV,147
2009,Republic of Korea,Building,Solar Energy,PV - Thermal Hybrid,38
2009,Republic of Korea,Building,Solar Energy,Solar Thermal,102
2009,Republic of Korea,Building,Wind Energy,Wind Energy,60
2009,Republic of Korea,CCUS,Enabling Technologies,CCUS,103
2009,Republic of Korea,Industry,Bioenergy,Fuel from waste,1
2009,Republic of Korea,Industry,Enabling Technologies,CCUS,19
2009,Republic of Korea,Industry,Enabling Technologies,Cross-cutting,49
2009,Republic of Korea,Industry,Enabling Technologies,Energy Efficiency,34
2009,Republic of Korea,Industry,Enabling Technologies,Energy Storage - General,30
2009,Republic of Korea,Industry,Enabling Technologies,Hydrogen (storage and distribution and applications),24
2009,Republic of Korea,Power,Bioenergy,Biofuels,256
2009,Republic of Korea,Power,Bioenergy,Fuel from waste,240
2009,Republic of Korea,Power,Enabling Technologies,Batteries,1657
2009,Republic of Korea,Power,Enabling Technologies,Energy Storage - General,156
2009,Republic of Korea,Power,Enabling Technologies,Fuel Cells,915
2009,Republic of Korea,Power,Enabling Technologies,Others,7
2009,Republic of Korea,Power,Enabling Technologies,Thermal energy storage,55
2009,Republic of Korea,Power,Enabling Technologies,"Ultracapacitors, supercapacitors, double-layer capacitors",157
2009,Republic of Korea,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),57
2009,Republic of Korea,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),100
2009,Republic of Korea,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",88
2009,Republic of Korea,Power,Geothermal Energy,Geothermal Energy,91
2009,Republic of Korea,Power,Hydropower,Hydropower,359
2009,Republic of Korea,Power,Ocean Energy,Ocean Energy,268
2009,Republic of Korea,Power,Solar Energy,PV,3096
2009,Republic of Korea,Power,Solar Energy,PV - Thermal Hybrid,32
2009,Republic of Korea,Power,Solar Energy,Solar Thermal,431
2009,Republic of Korea,Power,Wind Energy,Wind Energy,1092
2009,Republic of Korea,Transport,Bioenergy,Biofuels,228
2009,Republic of Korea,Transport,Enabling Technologies,Electromobility - Charging Stations,336
2009,Republic of Korea,Transport,Enabling Technologies,Electromobility - Electric Energy Management,159
2009,Republic of Korea,Transport,Enabling Technologies,Electromobility - Energy Storage,589
2009,Republic of Korea,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,69
2009,Republic of Korea,Transport,Enabling Technologies,Electromobility - Machine related technology ,210
2009,Republic of Korea,Transport,Enabling Technologies,Energy Efficiency,95
2009,Republic of Korea,Transport,Enabling Technologies,Smart Grids,28
2009,Republic of Korea,Transport,Enabling Technologies,Hydrogen (storage and distribution and applications),57
2009,Republic of Korea,Waste,Solar Energy,PV - Thermal Hybrid,110
2009,Republic of Korea,Waste,Wind Energy,Wind Energy,6
2009,Republic of Moldova,Building,Enabling Technologies,Energy Efficiency,2
2009,Republic of Moldova,Building,Solar Energy,Solar Thermal,1
2009,Republic of Moldova,Industry,Enabling Technologies,Cross-cutting,2
2009,Republic of Moldova,Power,Bioenergy,Fuel from waste,1
2009,Republic of Moldova,Power,Solar Energy,PV,3
2009,Republic of Moldova,Power,Solar Energy,Solar Thermal,11
2009,Republic of Moldova,Power,Wind Energy,Wind Energy,9
2009,Romania,Building,Enabling Technologies,Smart Grids,2
2009,Romania,Building,Hydropower,Hydropower,2
2009,Romania,Building,Solar Energy,PV - Thermal Hybrid,2
2009,Romania,Building,Solar Energy,Solar Thermal,1
2009,Romania,Building,Wind Energy,Wind Energy,3
2009,Romania,Industry,Enabling Technologies,Cross-cutting,1
2009,Romania,Power,Bioenergy,Biofuels,2
2009,Romania,Power,Bioenergy,Fuel from waste,4
2009,Romania,Power,Enabling Technologies,Fuel Cells,1
2009,Romania,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),2
2009,Romania,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",2
2009,Romania,Power,Geothermal Energy,Geothermal Energy,1
2009,Romania,Power,Hydropower,Hydropower,11
2009,Romania,Power,Ocean Energy,Ocean Energy,5
2009,Romania,Power,Solar Energy,PV,1
2009,Romania,Power,Solar Energy,Solar Thermal,18
2009,Romania,Power,Wind Energy,Wind Energy,29
2009,Romania,Transport,Enabling Technologies,Electromobility - Charging Stations,2
2009,Romania,Transport,Enabling Technologies,Electromobility - Electric Energy Management,2
2009,Romania,Transport,Enabling Technologies,Electromobility - Energy Storage,2
2009,Romania,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,1
2009,Romania,Transport,Enabling Technologies,Energy Efficiency,1
2009,Russian Federation,Building,Enabling Technologies,Energy Efficiency,13
2009,Russian Federation,Building,Enabling Technologies,Fuel Cells,2
2009,Russian Federation,Building,Enabling Technologies,Smart Grids,25
2009,Russian Federation,Building,Geothermal Energy,Heat pumps,2
2009,Russian Federation,Building,Solar Energy,PV,5
2009,Russian Federation,Building,Solar Energy,PV - Thermal Hybrid,7
2009,Russian Federation,Building,Solar Energy,Solar Thermal,14
2009,Russian Federation,Building,Wind Energy,Wind Energy,21
2009,Russian Federation,CCUS,Enabling Technologies,CCUS,48
2009,Russian Federation,Industry,Bioenergy,Fuel from waste,2
2009,Russian Federation,Industry,Enabling Technologies,CCUS,5
2009,Russian Federation,Industry,Enabling Technologies,Cross-cutting,5
2009,Russian Federation,Industry,Enabling Technologies,Energy Efficiency,7
2009,Russian Federation,Industry,Enabling Technologies,Energy Storage - General,2
2009,Russian Federation,Industry,Enabling Technologies,Fuel Cells,1
2009,Russian Federation,Industry,Enabling Technologies,Hydrogen (storage and distribution and applications),15
2009,Russian Federation,Power,Bioenergy,Biofuels,104
2009,Russian Federation,Power,Bioenergy,Fuel from waste,54
2009,Russian Federation,Power,Enabling Technologies,Batteries,122
2009,Russian Federation,Power,Enabling Technologies,Energy Storage - General,4
2009,Russian Federation,Power,Enabling Technologies,Fuel Cells,66
2009,Russian Federation,Power,Enabling Technologies,Others,2
2009,Russian Federation,Power,Enabling Technologies,Thermal energy storage,8
2009,Russian Federation,Power,Enabling Technologies,"Ultracapacitors, supercapacitors, double-layer capacitors",7
2009,Russian Federation,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),15
2009,Russian Federation,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),42
2009,Russian Federation,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",5
2009,Russian Federation,Power,Geothermal Energy,Geothermal Energy,5
2009,Russian Federation,Power,Hydropower,Hydropower,99
2009,Russian Federation,Power,Ocean Energy,Ocean Energy,32
2009,Russian Federation,Power,Solar Energy,PV,77
2009,Russian Federation,Power,Solar Energy,PV - Thermal Hybrid,4
2009,Russian Federation,Power,Solar Energy,Solar Thermal,71
2009,Russian Federation,Power,Wind Energy,Wind Energy,236
2009,Russian Federation,Transport,Bioenergy,Biofuels,21
2009,Russian Federation,Transport,Enabling Technologies,Electromobility - Charging Stations,38
2009,Russian Federation,Transport,Enabling Technologies,Electromobility - Electric Energy Management,37
2009,Russian Federation,Transport,Enabling Technologies,Electromobility - Energy Storage,45
2009,Russian Federation,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,9
2009,Russian Federation,Transport,Enabling Technologies,Electromobility - Machine related technology ,32
2009,Russian Federation,Transport,Enabling Technologies,Energy Efficiency,133
2009,Russian Federation,Transport,Enabling Technologies,Smart Grids,3
2009,Russian Federation,Transport,Enabling Technologies,Hydrogen (storage and distribution and applications),13
2009,Russian Federation,Waste,Solar Energy,PV - Thermal Hybrid,4
2009,San Marino,CCUS,Enabling Technologies,CCUS,1
2009,San Marino,Industry,Enabling Technologies,Energy Efficiency,1
2009,San Marino,Power,Ocean Energy,Ocean Energy,1
2009,San Marino,Power,Solar Energy,PV,6
2009,San Marino,Power,Solar Energy,Solar Thermal,1
2009,Saudi Arabia,Power,Solar Energy,PV,4
2009,Serbia,Power,Bioenergy,Biofuels,4
2009,Serbia,Power,Bioenergy,Fuel from waste,2
2009,Serbia,Power,Enabling Technologies,Thermal energy storage,2
2009,Serbia,Power,Hydropower,Hydropower,4
2009,Serbia,Power,Ocean Energy,Ocean Energy,1
2009,Serbia,Power,Solar Energy,Solar Thermal,3
2009,Serbia,Power,Wind Energy,Wind Energy,1
2009,Serbia,Waste,Solar Energy,PV - Thermal Hybrid,1
2009,Singapore,Building,Enabling Technologies,Energy Efficiency,1
2009,Singapore,Building,Enabling Technologies,Smart Grids,11
2009,Singapore,Building,Geothermal Energy,Heat pumps,1
2009,Singapore,Building,Solar Energy,PV,5
2009,Singapore,Building,Solar Energy,PV - Thermal Hybrid,1
2009,Singapore,Building,Solar Energy,Solar Thermal,2
2009,Singapore,Building,Wind Energy,Wind Energy,2
2009,Singapore,CCUS,Enabling Technologies,CCUS,3
2009,Singapore,Power,Bioenergy,Biofuels,20
2009,Singapore,Power,Bioenergy,Fuel from waste,19
2009,Singapore,Power,Enabling Technologies,Batteries,19
2009,Singapore,Power,Enabling Technologies,Energy Storage - General,1
2009,Singapore,Power,Enabling Technologies,Fuel Cells,6
2009,Singapore,Power,Enabling Technologies,"Ultracapacitors, supercapacitors, double-layer capacitors",3
2009,Singapore,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),2
2009,Singapore,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),6
2009,Singapore,Power,Geothermal Energy,Geothermal Energy,1
2009,Singapore,Power,Hydropower,Hydropower,7
2009,Singapore,Power,Ocean Energy,Ocean Energy,9
2009,Singapore,Power,Solar Energy,PV,26
2009,Singapore,Power,Solar Energy,PV - Thermal Hybrid,2
2009,Singapore,Power,Solar Energy,Solar Thermal,7
2009,Singapore,Power,Wind Energy,Wind Energy,15
2009,Singapore,Transport,Bioenergy,Biofuels,6
2009,Singapore,Transport,Enabling Technologies,Electromobility - Charging Stations,8
2009,Singapore,Transport,Enabling Technologies,Electromobility - Electric Energy Management,3
2009,Singapore,Transport,Enabling Technologies,Electromobility - Energy Storage,7
2009,Singapore,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,3
2009,Singapore,Transport,Enabling Technologies,Electromobility - Machine related technology ,5
2009,Singapore,Transport,Enabling Technologies,Energy Efficiency,7
2009,Singapore,Transport,Enabling Technologies,Smart Grids,1
2009,Singapore,Transport,Enabling Technologies,Hydrogen (storage and distribution and applications),1
2009,Singapore,Waste,Solar Energy,PV - Thermal Hybrid,6
2009,Slovakia,Building,Solar Energy,Solar Thermal,1
2009,Slovakia,CCUS,Enabling Technologies,CCUS,1
2009,Slovakia,Power,Hydropower,Hydropower,6
2009,Slovakia,Power,Ocean Energy,Ocean Energy,2
2009,Slovakia,Power,Solar Energy,Solar Thermal,17
2009,Slovakia,Power,Wind Energy,Wind Energy,5
2009,Slovenia,Building,Enabling Technologies,Smart Grids,1
2009,Slovenia,Building,Geothermal Energy,Heat pumps,2
2009,Slovenia,Building,Hydropower,Hydropower,1
2009,Slovenia,Building,Solar Energy,PV,1
2009,Slovenia,Building,Solar Energy,PV - Thermal Hybrid,2
2009,Slovenia,Building,Solar Energy,Solar Thermal,3
2009,Slovenia,CCUS,Enabling Technologies,CCUS,3
2009,Slovenia,Industry,Enabling Technologies,Cross-cutting,1
2009,Slovenia,Industry,Enabling Technologies,Energy Storage - General,1
2009,Slovenia,Power,Bioenergy,Biofuels,18
2009,Slovenia,Power,Bioenergy,Fuel from waste,14
2009,Slovenia,Power,Enabling Technologies,Batteries,7
2009,Slovenia,Power,Enabling Technologies,Energy Storage - General,1
2009,Slovenia,Power,Enabling Technologies,Fuel Cells,1
2009,Slovenia,Power,Enabling Technologies,Thermal energy storage,1
2009,Slovenia,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),1
2009,Slovenia,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",2
2009,Slovenia,Power,Hydropower,Hydropower,6
2009,Slovenia,Power,Ocean Energy,Ocean Energy,1
2009,Slovenia,Power,Solar Energy,PV,8
2009,Slovenia,Power,Solar Energy,PV - Thermal Hybrid,1
2009,Slovenia,Power,Solar Energy,Solar Thermal,11
2009,Slovenia,Power,Wind Energy,Wind Energy,12
2009,Slovenia,Transport,Bioenergy,Biofuels,1
2009,Slovenia,Transport,Enabling Technologies,Electromobility - Charging Stations,4
2009,Slovenia,Transport,Enabling Technologies,Electromobility - Energy Storage,3
2009,Slovenia,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,2
2009,Slovenia,Transport,Enabling Technologies,Electromobility - Machine related technology ,1
2009,Slovenia,Transport,Enabling Technologies,Energy Efficiency,3
2009,Slovenia,Transport,Enabling Technologies,Smart Grids,1
2009,Slovenia,Waste,Solar Energy,PV - Thermal Hybrid,3
2009,Slovenia,Waste,Wind Energy,Wind Energy,1
2009,South Africa,Building,Enabling Technologies,Energy Efficiency,1
2009,South Africa,Building,Enabling Technologies,Fuel Cells,2
2009,South Africa,Building,Enabling Technologies,Smart Grids,10
2009,South Africa,Building,Hydropower,Hydropower,1
2009,South Africa,Building,Solar Energy,PV,6
2009,South Africa,Building,Solar Energy,Solar Thermal,4
2009,South Africa,Building,Wind Energy,Wind Energy,2
2009,South Africa,CCUS,Enabling Technologies,CCUS,11
2009,South Africa,Industry,Enabling Technologies,CCUS,3
2009,South Africa,Industry,Enabling Technologies,Cross-cutting,1
2009,South Africa,Industry,Enabling Technologies,Energy Efficiency,7
2009,South Africa,Industry,Enabling Technologies,Energy Storage - General,1
2009,South Africa,Industry,Enabling Technologies,Hydrogen (storage and distribution and applications),6
2009,South Africa,Power,Bioenergy,Biofuels,25
2009,South Africa,Power,Bioenergy,Fuel from waste,16
2009,South Africa,Power,Enabling Technologies,Batteries,9
2009,South Africa,Power,Enabling Technologies,Energy Storage - General,5
2009,South Africa,Power,Enabling Technologies,Fuel Cells,8
2009,South Africa,Power,Enabling Technologies,Others,2
2009,South Africa,Power,Enabling Technologies,Thermal energy storage,2
2009,South Africa,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),7
2009,South Africa,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),13
2009,South Africa,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",2
2009,South Africa,Power,Hydropower,Hydropower,5
2009,South Africa,Power,Ocean Energy,Ocean Energy,17
2009,South Africa,Power,Solar Energy,PV,16
2009,South Africa,Power,Solar Energy,PV - Thermal Hybrid,1
2009,South Africa,Power,Solar Energy,Solar Thermal,20
2009,South Africa,Power,Wind Energy,Wind Energy,33
2009,South Africa,Transport,Bioenergy,Biofuels,3
2009,South Africa,Transport,Enabling Technologies,Electromobility - Charging Stations,4
2009,South Africa,Transport,Enabling Technologies,Electromobility - Electric Energy Management,3
2009,South Africa,Transport,Enabling Technologies,Electromobility - Energy Storage,4
2009,South Africa,Transport,Enabling Technologies,Electromobility - Machine related technology ,1
2009,South Africa,Transport,Enabling Technologies,Energy Efficiency,2
2009,South Africa,Waste,Solar Energy,PV - Thermal Hybrid,6
2009,South Africa,Waste,Wind Energy,Wind Energy,2
2009,Spain,Building,Enabling Technologies,Energy Efficiency,13
2009,Spain,Building,Enabling Technologies,Fuel Cells,3
2009,Spain,Building,Enabling Technologies,Smart Grids,19
2009,Spain,Building,Geothermal Energy,Heat pumps,5
2009,Spain,Building,Solar Energy,PV,28
2009,Spain,Building,Solar Energy,PV - Thermal Hybrid,15
2009,Spain,Building,Solar Energy,Solar Thermal,63
2009,Spain,Building,Wind Energy,Wind Energy,20
2009,Spain,CCUS,Enabling Technologies,CCUS,31
2009,Spain,Industry,Bioenergy,Fuel from waste,2
2009,Spain,Industry,Enabling Technologies,CCUS,1
2009,Spain,Industry,Enabling Technologies,Cross-cutting,9
2009,Spain,Industry,Enabling Technologies,Energy Efficiency,11
2009,Spain,Industry,Enabling Technologies,Energy Storage - General,3
2009,Spain,Industry,Enabling Technologies,Hydrogen (storage and distribution and applications),1
2009,Spain,Power,Bioenergy,Biofuels,105
2009,Spain,Power,Bioenergy,Fuel from waste,51
2009,Spain,Power,Enabling Technologies,Batteries,85
2009,Spain,Power,Enabling Technologies,Energy Storage - General,18
2009,Spain,Power,Enabling Technologies,Fuel Cells,62
2009,Spain,Power,Enabling Technologies,Others,1
2009,Spain,Power,Enabling Technologies,Thermal energy storage,19
2009,Spain,Power,Enabling Technologies,"Ultracapacitors, supercapacitors, double-layer capacitors",7
2009,Spain,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),14
2009,Spain,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),19
2009,Spain,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",13
2009,Spain,Power,Geothermal Energy,Geothermal Energy,8
2009,Spain,Power,Hydropower,Hydropower,35
2009,Spain,Power,Ocean Energy,Ocean Energy,45
2009,Spain,Power,Solar Energy,PV,190
2009,Spain,Power,Solar Energy,PV - Thermal Hybrid,3
2009,Spain,Power,Solar Energy,Solar Thermal,278
2009,Spain,Power,Wind Energy,Wind Energy,408
2009,Spain,Transport,Bioenergy,Biofuels,23
2009,Spain,Transport,Enabling Technologies,Electromobility - Charging Stations,46
2009,Spain,Transport,Enabling Technologies,Electromobility - Electric Energy Management,21
2009,Spain,Transport,Enabling Technologies,Electromobility - Energy Storage,49
2009,Spain,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,8
2009,Spain,Transport,Enabling Technologies,Electromobility - Machine related technology ,31
